Marca;Expendeduría Euros/Cajetilla;Con Recargo Euros/Cajetilla
Al Sultan Molasses Pears & Cherry Flavour (50 g);2,5;2,9
Al Sultan Molasses Plum Flavour (50 g);2,5;2,9
Al Sultan Molasses Purple Fragrance Flavour (50 g);2,5;2,9
Al Sultan Molasses Rasperry Flavour (50 g);2,5;2,9
Al Sultan Molasses Rose Flavour (250 g);11,9;13,7
Al Sultan Molasses Rose Flavour (50 g);2,5;2,9
Al Sultan Molasses Rose Flavour Bote (250 g);12;13,8
Al Sultan Molasses Strawberry (250 g);11,9;13,7
Al Sultan Molasses Strawberry Flavour (50 g);2,5;2,9
Al Sultan Molasses Strawberry Flavour Bote (250 g);12;13,8
Al Sultan Molasses Thyme Aroma Flavour (50 g);2,5;2,9
Al Sultan Molasses Vanilla Flavour (250 g);11,9;13,7
Al Sultan Molasses Vanilla Flavour (50 g);2,5;2,9
Al Sultan Molasses Vanilla Flavour Bote (250 g);12;13,8
Al Sultan Molasses Waldmeister Flavour (50 g);2,5;2,9
Al Sultan Molasses Water Melon Flavour (250 g);11,9;13,7
Al Sultan Molasses Water Melon Flavour (50 g);2,5;2,9
Al Sultan Molasses Water Melon Flavour Bote (250 g);12;13,8
Al Sultan Molasses Watermelon and Mint Flavour (50 g);2,5;2,9
Al Waha Ali Baba (200 g);15,45;17,75
Al Waha Ali Baba (50 g);3,85;4,45
Al Waha Kaktus Jack (200 g);15,45;17,75
Al Waha Kaktus Jack (50 g);3,85;4,45
Al Waha Ringle Rangle (200 g);15,45;17,75
Al Waha Ringle Rangle (50 g);3,85;4,45
Al-Katar 2M (50 g);3,3;3,8
Al-Katar Gbrizz (50 g);3,3;3,8
Al-Katar LMbrizz (50 g);3,3;3,8
Al-Katar Rbrizz (50 g);3,3;3,8
Al-Katar Ubrizz (50 g);3,3;3,8
Al-Katar Wbrizz (50 g);3,3;3,8
Almassiva 4B (200 g);16,5;19
Almassiva 4B (50 g);4,4;5,05
Almassiva Black Lebanese (200 g);16,5;19
Almassiva Black Lebanese (50 g);4,4;5,05
Almassiva Blue Beast (200 g);16,5;19
Almassiva Blue Beast (50 g);4,4;5,05
Almassiva Bluelight (200 g);16,5;19
Almassiva Bluelight (50 g);4,4;5,05
Almassiva Brotherheart (200 g);16,5;19
Almassiva Brotherheart (50 g);4,4;5,05
Almassiva Cabrio In Marbella (200 g);16,5;19
Almassiva Cabrio In Marbella (50 g);4,4;5,05
Almassiva Come to Dubai (200 g);16,5;19
Almassiva Come To Dubai (50 g);4,4;5,05
Almassiva Pink King (200 g);16,5;19
Almassiva Pink King (50 g);4,4;5,05
Almassiva Summer In Beirut (200 g);16,5;19
Almassiva Summer In Beyrut (50 g);4,4;5,05
Almassiva The Big M (50 g);3,85;4,45
Aloha American (100 g);7,5;8,6
Aloha American (200 g);13,5;15,5
Aloha American (50 g);3,3;3,8
Aloha Atlantic (100 g);7,5;8,6
Aloha Atlantic (200 g);13,5;15,5
Aloha Atlantic (50 g);3,95;4,55
Aloha Double Up (100 g);7,5;8,6
Aloha Double Up (200 g);13,5;15,5
Aloha Double Up (50 g);3,95;4,55
Aloha Los Locos (100 g);7,5;8,6
Aloha Los Locos (200 g);13,5;15,5
Aloha Los Locos (50 g);3,3;3,8
Aloha Maverick (100 g);7,5;8,6
Aloha Maverick (200 g);13,5;15,5
Aloha Maverick (50 g);3,3;3,8
Aloha Nazaré (100 g);7,5;8,6
Aloha Nazaré (200 g);13,5;15,5
Aloha Nazaré (50 g);3,95;4,55
Aloha Pacific (100 g);7,5;8,6
Aloha Pacific (200 g);13,5;15,5
Aloha Pacific (50 g);3,3;3,8
Aloha Shaka Shaka (50 g);3,95;4,55
Aloha Shaka-Shaka (100 g);7,5;8,6
Aloha Shaka-Shaka (200 g);13,5;15,5
Aloha Somo (100 g);7,5;8,6
Aloha Somo (200 g);13,5;15,5
Aloha Somo (50 g);3,95;4,55
Aloha Sparrow (100 g);7,5;8,6
Aloha Sparrow (200 g);13,5;15,5
Aloha Sparrow (50 g);3,95;4,55
Aloha Splash (100 g);7,5;8,6
Aloha Splash (200 g);13,5;15,5
Aloha Splash (50 g);3,3;3,8
Aloha T.Riko (100 g);7,5;8,6
Aloha T.Riko (200 g);13,5;15,5
Aloha T.Riko (50 g);3,95;4,55
Alpha Original (100 g);3,9;4,5
Alpha Original (170 g);6,5;7,5
Alpha Original (25 g);1;1,15
Alsbo Black (50 g);7,8;8,95
Alsbo Gold (50 g);7,8;8,95
Alsbo Ruby (50 g);7,7;8,85
Alsbo Sungold (50 g);7,5;8,6
Alsbo Whisky (50 g);4,7;5,4
Al-Waha  Fresh Pea (50 g);3,85;4,45
Al-Waha 66 (200 g);15,45;17,75
Al-Waha 66 (50 g);3,85;4,45
Al-Waha Amor (200 g);15,45;17,75
Al-Waha Amor (50 g);3,85;4,45
Al-Waha Big Boy (200 g);15,95;18,35
Al-Waha Big Boy (50 g);4,2;4,85
Al-Waha Big Boy Groz (50 g);3,85;4,45
Al-Waha Blue Lion (200 g);15,95;18,35
Al-Waha Blue Lion (50 g);4,2;4,85
Al-Waha Blue Van Cre (200 g);15,45;17,75
Al-Waha Blue Van Crea (50 g);3,85;4,45
Al-Waha Casper (200 g);15,95;18,35
Al-Waha Casper (50 g);4,2;4,85
Al-Waha Casper Groz (50 g);3,85;4,45
Al-Waha Dirty Thirty (200 g);15,45;17,75
Al-Waha Dirty Thirty (50 g);3,85;4,45
Al-Waha Dólar (200 g);15,45;17,75
Al-Waha Dólar (50 g);3,85;4,45
Al-Waha Dólar Groz (50 g);3,85;4,45
Al-Waha Fck 66 (200 g);15,45;17,75
Al-Waha Fck 66 (50 g);3,85;4,45
Al-Waha Fresh Bon (200 g);15,45;17,75
Al-Waha Fresh Bon (50 g);3,85;4,45
Al-Waha Fresh Bon Groz (50 g);3,85;4,45
Al-Waha Fresh GM (200 g);15,45;17,75
Al-Waha Fresh GM (50 g);3,85;4,45
Al-Waha Fresh Loco (200 g);15,45;17,75
Al-Waha Fresh Loco (50 g);3,85;4,45
Al-Waha Fresh Mang Tang (200 g);15,45;17,75
Al-Waha Fresh Mang Tang (50 g);3,85;4,45
Al-Waha Fresh Mang Tang Groz (50 g);3,85;4,45
Al-Waha Fresh Mara (50 g);3,85;4,45
Al-Waha Fresh Mara Groz (50 g);3,85;4,45
Al-Waha Fresh Mary (200 g);15,45;17,75
Al-Waha Fresh Pea (200 g);15,45;17,75
Al-Waha Freshy Cherr (200 g);15,45;17,75
Al-Waha Freshy Cherr (50 g);3,85;4,45
Al-Waha Freshy Red Groz (50 g);3,85;4,45
Al-Waha Friday 13 (200 g);15,45;17,75
Al-Waha Friday 13 (50 g);3,85;4,45
Al-Waha Friday 13 Groz (50 g);3,85;4,45
Al-Waha Funky Fresh (200 g);15,45;17,75
Al-Waha Funky Fresh (50 g);3,85;4,45
Al-Waha Grap Min (200 g);15,45;17,75
Al-Waha Grap Min (50 g);3,85;4,45
Al-Waha Gumba (200 g);15,45;17,75
Al-Waha Gumba (50 g);3,85;4,45
Al-Waha Hot´n Cold (200 g);15,45;17,75
Al-Waha Hot'n Cold (50 g);3,85;4,45
Al-Waha Lazourdi (200 g);15,45;17,75
Al-Waha Lazourdi (50 g);3,85;4,45
Al-Waha Lazourdi Groz (50 g);3,85;4,45
Al-Waha Lcorce (200 g);15,45;17,75
Al-Waha Lcorce (50 g);3,85;4,45
Al-Waha Lem Min (200 g);15,45;17,75
Al-Waha Lem Min (50 g);3,85;4,45
Al-Waha Libella Swing (200 g);15,45;17,75
Al-Waha Libella Swing (50 g);3,85;4,45
Al-Waha Libuma (200 g);15,45;17,75
Al-Waha Libuma (50 g);3,85;4,45
Al-Waha Mang Lem Ned (200 g);15,45;17,75
Al-Waha Mang Lem Ned (50 g);3,85;4,45
Al-Waha Masala (200 g);15,95;18,35
Al-Waha Masala (50 g);4,2;4,85
Al-Waha Min Fusion (200 g);15,45;17,75
Al-Waha Min Fusion (50 g);3,85;4,45
Al-Waha Panana Van (200 g);15,95;18,35
Al-Waha Panana Van (50 g);4,2;4,85
Al-Waha Paradisio (200 g);15,45;17,75
Al-Waha Paradisio (50 g);3,85;4,45
Al-Waha Pikchu (200 g);15,45;17,75
Al-Waha Pikchu (50 g);3,85;4,45
Al-Waha Pussy Wagon (200 g);15,45;17,75
Al-Waha Pussy Wagon (50 g);3,85;4,45
Al-Waha Rosito (200 g);15,45;17,75
Al-Waha Rosito (50 g);3,85;4,45
Al-Waha Sakura (200 g);15,45;17,75
Al-Waha Sakura (50 g);3,85;4,45
Al-Waha Sodala (200 g);15,45;17,75
Al-Waha Sodala (50 g);3,85;4,45
Al-Waha Sweet Africa (200 g);15,45;17,75
Al-Waha Sweet Africa (50 g);3,85;4,45
Al-Waha Sweet Africa Groz (50 g);3,85;4,45
Al-Waha The Devil (200 g);15,45;17,75
Al-Waha The Devil (50 g);3,85;4,45
Al-Waha Tornado (200 g);15,95;18,35
Al-Waha Tornado (50 g);4,2;4,85
Al-Waha Trex (200 g);15,45;17,75
Al-Waha Trex (50 g);3,85;4,45
Al-Waha Two App (200 g);15,45;17,75
Al-Waha Two App (50 g);3,85;4,45
Al-Waha Veneto (200 g);15,45;17,75
Al-Waha Veneto (50 g);3,85;4,45
Al-Waha Zero Gravity (200 g);15,45;17,75
Al-Waha Zero Gravity (50 g);3,85;4,45
Alwazir No. 18 Break Me Bad (50 g);3,5;4
Alwazir No. 53 Caribbean Night (50 g);3,5;4
Alwazir No. 54 Loco Mocco (50 g);3,5;4
Alwazir No. 56 Cinnabomb (50 g);3,5;4
Alwazir No. 9 Mistery Land (50 g);3,5;4
American Street Premium Pipa Bolsa (40 g);2,95;3,4
Amphora Full (50 g);7,5;8,6
Amphora Nº 2 (40 g);4,3;4,95
Amphora Nº 8 (40 g);4,3;4,95
Amsterdamer (40 g);4,2;4,85
Amsterdamer Bright Blend (20 g);2;2,3
Amsterdamer Essential (20 g);1,5;1,7
Amsterdamer Original Blend (20 g);2;2,3
Amsterdamer Original Blend lata (40 g);4;4,6
Anda Blue Toteta (200 g);17,5;20,1
Anda Blue Toteta (50 g);4,95;5,7
Anda Blyat Strong Clipporizz (200 g);22,5;25,9
Anda Blyat Strong Clipporizz (50 g);6,5;7,5
Anda Blyat Strong Cono Verde (200 g);22,5;25,9
Anda Blyat Strong Cono Verde (50 g);6,5;7,5
Anda Blyat Strong Mentido (200 g);22,5;25,9
Anda Blyat Strong Mentido (50 g);6,5;7,5
Anda Blyat Strong Optimus Leim (200 g);22,5;25,9
Anda Blyat Strong Optimus Leim (50 g);6,5;7,5
Anda Blyat Strong Temptation (200 g);22,5;25,9
Anda Blyat Strong Temptation (50 g);6,5;7,5
Anda Chupala (200 g);17,5;20,1
Anda Chupala (50 g);4,95;5,7
Anda Clipporizz (200 g);17,5;20,1
Anda Clipporizz (50 g);4,95;5,7
Anda Mentido (200 g);17,5;20,1
Anda Mentido (50 g);4,95;5,7
Anda Mentido (950 g);75;86,25
Anda Optimus Leim (200 g);17,5;20,1
Anda Optimus Leim (50 g);4,95;5,7
Anda Red & Green (200 g);17,5;20,1
Anda Red & Green (50 g);4,95;5,7
Anda Sour Dia (200 g);17,5;20,1
Anda Sour Dia (50 g);4,95;5,7
Anda Temptation (200 g);17,5;20,1
Anda Temptation (50 g);4,95;5,7
Anda Temptation Mandingo (200 g);17,5;20,1
Anda Temptation Mandingo (50 g);4,95;5,7
Anda Temtation (950 g);75;86,25
Anda Tiki Taka (200 g);17,5;20,1
Anda Tiki Taka (50 g);4,95;5,7
Anda Tiki Taka (950 g);75;86,25
Anda Tropido (200 g);17,5;20,1
Anda Tropido (50 g);4,95;5,7
Apache Red Wide Cut Tobacco (20 g);1,4;1,6
Apache Yellow Wide Cut Tobacco (20 g);1,4;1,6
Apocalypse Babyelia (40 g);3,15;3,6
Apocalypse Baron Rouge  (40 g);3,15;3,6
Apocalypse Chernobyl  (40 g);3,15;3,6
Apocalypse Godfather (40 g);3,15;3,6
Apocalypse Halep Boom (40 g);3,15;3,6
Apocalypse Joker  (40 g);3,15;3,6
Apocalypse King Leonidas (40 g);3,15;3,6
Apocalypse La Force  (40 g);3,15;3,6
Apocalypse Odin (40 g);3,15;3,6
Apocalypse Ommy Shelby (40 g);3,15;3,6
Apocalypse Wonka (40 g);3,15;3,6
Apocalypse Wonka (50 g);3,7;4,25
Apocalypse Yakuza (40 g);3,15;3,6
Apocalypse Yakuza (50 g);3,7;4,25
Apocalypse Yodda (40 g);3,15;3,6
AQM Babbel (50 g);3,3;3,8
AQM Black Box (50 g);3,85;4,45
AQM Black&White (50 g);3,3;3,8
AQM Fanex (50 g);3,85;4,45
AQM Golden Anna (50 g);3,85;4,45
AQM Green Leo (50 g);3,85;4,45
AQM Kamasutra (50 g);3,85;4,45
AQM Purple Teeny (50 g);3,3;3,8
AQM Red Balls (50 g);3,85;4,45
AQM Red Fall (50 g);3,85;4,45
AQM Violet Dream (50 g);3,3;3,8
AQM Zero (50 g);3,85;4,45
Arábica Molasses 2 Apples Flavour (200 g);9,5;10,9
Arábica Molasses 2 Apples Flavour (50 g);2,4;2,75
Arábica Molasses 5 Apples Flavour (200 g);9,5;10,9
Arábica Molasses 5 Apples Flavour (50 g);2,4;2,75
Arábica Molasses Banana & Milk Flavour (200 g);9,5;10,9
Arábica Molasses Banana & Milk Flavour (50 g);2,4;2,75
Arábica Molasses Cherry Flavour (200 g);9,5;10,9
Arábica Molasses Cherry Flavour (50 g);2,4;2,75
Arábica Molasses Chocolate Flavour (200 g);9,5;10,9
Arábica Molasses Chocolate Flavour (50 g);2,4;2,75
Arábica Molasses Cola Flavour (200 g);9,5;10,9
Arábica Molasses Cola Flavour (50 g);2,4;2,75
Arabica Molasses Grape (50 g);2,4;2,75
Arábica Molasses Grape Flavour (200 g);9,5;10,9
Arábica Molasses Gum Flavour (200 g);9,5;10,9
Arábica Molasses Gum Flavour (50 g);2,4;2,75
Arábica Molasses Kiwi Flavour (50 g);2,4;2,75
Arábica Molasses Lemon Flavour (200 g);9,5;10,9
Arábica Molasses Lemon Flavour (50 g);2,4;2,75
Arábica Molasses Licuorice Flavour (50 g);2,4;2,75
Arábica Molasses Melon Flavour (50 g);2,4;2,75
Arábica Molasses Mint Flavour (200 g);9,5;10,9
Arábica Molasses Mint Flavour (50 g);2,4;2,75
Arábica Molasses Mix Fruit Flavour (200 g);9,5;10,9
Arábica Molasses Mix Fruit Flavour (50 g);2,4;2,75
Arábica Molasses Orange Flavour (200 g);9,5;10,9
Arábica Molasses Orange Flavour (50 g);2,4;2,75
Arábica Molasses Peach Flavour (200 g);9,5;10,9
Arábica Molasses Peach Flavour (50 g);2,4;2,75
Arábica Molasses Strawberry Flavour (200 g);9,5;10,9
Arábica Molasses Strawberry Flavour (50 g);2,4;2,75
Arábica Molasses Watermelon Flavour (200 g);9,5;10,9
Arábica Molasses Watermelon Flavour (50 g);2,4;2,75
Ashton Artisan's Blend (50 g);18,5;21,3
Ashton Consummate Gentleman (50 g);17,95;20,65
Ashton Gold Rush (50 g);17,95;20,65
Ashton Guilty Pleasure (50 g);17,95;20,65
Ashton Rainy Day (50 g);17,95;20,65
Ashton Smooth Sailing (50 g);17,95;20,65
Ashton Winding Road (50 g);17,95;20,65
Astleys Nº 1 Mixture (50 g);22,8;26,2
Astleys Nº 109 Medium Flake (50 g);29,2;33,6
Astleys Nº 2 Mixture (50 g);23,5;27
Astleys Nº 44 Dark Virginia Flake (50 g);30;34,5
Astleys Nº 55 Elisabethian (50 g);23,5;27
Astleys Nº 66 Cavendish Club (50 g);22,8;26,2
Astleys Nº 88 Matured Dark Virginia (50 g);22,8;26,2
Astleys Nº 99 Royal Tudor (50 g);22,8;26,2
Azure 10 (100 g);16;18,4
Azure 11 (100 g);16;18,4
Azure 12 (100 g);16;18,4
Azure 14 (100 g);16;18,4
Azure 15 (100 g);16;18,4
Azure 153 (100 g);16;18,4
Azure 157 (100 g);16;18,4
Azure 18 (100 g);16;18,4
Azure 2 (100 g);16;18,4
Azure 219 (100 g);16;18,4
Azure 23 (100 g);16;18,4
Azure 24 (100 g);16;18,4
Azure 25 (100 g);16;18,4
Azure 26 (100 g);16;18,4
Azure 3 (100 g);16;18,4
Azure 5 (100 g);16;18,4
Azure 63 (100 g);16;18,4
Azure 8 (100 g);16;18,4
Azure 9 (100 g);16;18,4
Azure Gold Cosmos (100 g);16;18,4
Azure Gold CT Mania (100 g);16;18,4
Azure Gold Grow A Tear (100 g);16;18,4
Azure Gold Route 66 (100 g);16;18,4
Azure Gold Winter Or (100 g);16;18,4
Backwoods Forest (50 g);4,2;4,85
Backwoods Mountain (20 g);2;2,3
Backwoods Mountain (50 g);4,2;4,85
Backwoods Plain (20 g);1,5;1,7
Backwoods Plain (40 g);2,9;3,35
Bakerstreet 104 (50 g);3,8;4,35
Bakerstreet 190 (90 g);6,3;7,25
Bakerstreet 190 Doybag (90 g);6,8;7,8
Baraka (500 g). Tabaco Pipa;39;44,85
Baraka 150 Gr. Tabaco Pipa (150 g);11,1;12,75
Baraka Red 20 Gr. Tabaco Pipa (20 g);1,5;1,7
Baraka Soul 20 Gr. Tabaco Pipa (20 g);1,5;1,7
Barsdorf's Bester Bright Virginia (100 g);7,6;8,75
Barsdorf's Bester Bright Virginia (20 g);1,4;1,6
Barsdorf's Bester Bright Virginia (40 g);3,5;4
Barsdorf's Bester Mixture (100 g);7,6;8,75
Barsdorf's Bester Original Blend (20 g);1,7;1,95
Barsdorf's Bester Original Blend (40 g);3,5;4
Barsdorf's Bester Red Easy Burn (100 g);7,6;8,75
Barsdorf's Bester Red Easy Burn (40 g);3,5;4
Bayside Virginia Blend (20 g);1,5;1,7
Bayside Virginia Blend (50 g);3,5;4
Bellini Torino (50 g);3,9;4,5
Bellini Toscana (50 g);3,9;4,5
Bellini Venezia (50 g);3,9;4,5
Bentley The Classic One (100 g);35;40,25
Bentley The Classic One (50 g);19,5;22,4
Bentley The London Carmine (100 g);35;40,25
Bentley The London Carmine (50 g);19,5;22,4
Bentley The Oriental Amber (100 g);35;40,25
Bentley The Oriental Amber (50 g);19,5;22,4
Bentley The Planters Purpure (100 g);35;40,25
Bentley The Planters Purpure (50 g);19,5;22,4
Bentley The Royal Gold (100 g);35;40,25
Bentley The Royal Gold (50 g);19,5;22,4
Bentley The Virginia Ruby (100 g);35;40,25
Bentley The Virginia Ruby (50 g);19,5;22,4
Big Ben (18 g);1,35;1,55
Big Ben (200 g);13,5;15,5
Big Ben (25 g);1,95;2,25
Big Ben Classic Green (150 g);11,5;13,2
Big Ben Classic Green (25 g);2;2,3
Big Ben Classic Mixture (100 g);6,95;8
Big Chief Pipe Tobacco Special Indian Cut (175g);7,5;8,6
Big Chief Pipe Tobacco Special Indian Cut (400 g);15,5;17,8
Big Chief Pipe Tobacco Special Indian Cut (80 g);4;4,6
Big Chief Pure Pipe (30 g);2,5;2,9
Big Chief Pure Pipe (60 g);4,5;5,2
Black Jack Life is a Gamble (90 g);4;4,6
Black Jack Life's a gamble (125 g);4;4,6
Black Jack Life's a Gamble (200 g);8;9,2
Black Jack Life's a Gamble Blue (40 g);1,75;2
Black Jack Life's a Gamble Virginia Blend (40 g);1,75;2
Black Jack Original Blend (100 g);7,5;8,6
Black Jack Original Blend (20 g);1,5;1,7
Black Jack Original Blend (200 g);13,95;16,05
Black V. Original Danish Mixture (40 g);3,9;4,5
Blackburn Anans Shok (100 g);15,95;18,35
Blackburn Bapai Dnner (100 g);15,95;18,35
Blackburn Celebricrisp (100 g);15,95;18,35
Blackburn Chupper Grupper (100 g);15,95;18,35
Blackburn Donatella (100 g);15,95;18,35
Blackburn Ekzotic M (100 g);15,95;18,35
Blackburn Epic Guru (100 g);15,95;18,35
Blackburn Frostpeak (100 g);15,95;18,35
Blackburn Glacial Tot (100 g);15,95;18,35
Blackburn Green Stoner (100 g);15,95;18,35
Blackburn Green T (100 g);15,95;18,35
Blackburn Haribon (100 g);15,95;18,35
Blackburn Kram Shok (100 g);15,95;18,35
Blackburn Lemn Shok (100 g);15,95;18,35
Blackburn Malibu (100 g);15,95;18,35
Blackburn Na Chille (100 g);15,95;18,35
Blackburn Raserry (100 g);15,95;18,35
Blackburn Real P.F. (100 g);15,95;18,35
Blackburn Summer Basket (100 g);15,95;18,35
Blackburn Vallas Las (100 g);15,95;18,35
Blackburn Zestybliss (100 g);15,95;18,35
Blaze Baba Gamma (200 g);19,5;22,4
Blaze Baba Gamma (50 g);5,7;6,55
Blaze Batluva (200 g);19,5;22,4
Blaze Batluva (50 g);5,7;6,55
Blaze Black Cinema Roll (200 g);19,5;22,4
Blaze Black Cinema Roll (50 g);5,7;6,55
Blaze Black Luv (200 g);19,5;22,4
Blaze Black Luv (50 g);5,7;6,55
Blaze Black Uber (200g);19,5;22,4
Blaze Black Uber (50g);5,7;6,55
Blaze Blowtus Dark (200 g);19,5;22,4
Blaze Blowtus Dark (50 g);5,7;6,55
Blaze Guavemente (200 g);19,5;22,4
Blaze Guavemente (50 g);5,7;6,55
Blaze Koka Koala (200 g);19,5;22,4
