Marca;Expendeduría Euros/Cajetilla;Con Recargo Euros/Cajetilla
Mr. Shisha Harlem Frap (50 g);3,95;4,55
Mr. Shisha Haselnat (200 g);13,95;16,05
Mr. Shisha Haselnat (50 g);3,95;4,55
Mr. Shisha Jheez (200 g);13,95;16,05
Mr. Shisha Jheez (50 g);3,95;4,55
Mr. Shisha Late Night (100 g);7,5;8,6
Mr. Shisha Late Night (200 g);13,95;16,05
Mr. Shisha Late Night (50 g);3,95;4,55
Mr. Shisha Malibu (100 g);7,5;8,6
Mr. Shisha Malibu (50 g);3,95;4,55
Mr. Shisha Melo Crush (200 g);13,95;16,05
Mr. Shisha Melo Crush (50 g);3,95;4,55
Mr. Shisha Oriental Desert (100 g);7,5;8,6
Mr. Shisha Oriental Desert (50 g);3,95;4,55
Mr. Shisha Otai (50 g);3,95;4,55
Mr. Shisha Passion Love (100 g);7,5;8,6
Mr. Shisha Passion Love (200 g);13,95;16,05
Mr. Shisha Passion Love (50 g);3,95;4,55
Mr. Shisha Pomaye (200 g);13,95;16,05
Mr. Shisha Pomaye (50 g);3,95;4,55
Mr. Shisha Rock N Roll (100 g);7,5;8,6
Mr. Shisha Rock N Roll (50 g);3,95;4,55
Mr. Shisha Scattman (200 g);13,95;16,05
Mr. Shisha Scattman (50 g);3,95;4,55
Mr. Shisha Sosiomen (200 g);13,95;16,05
Mr. Shisha Sosiomen (50 g);3,95;4,55
Mr. Shisha Summer Sunset (100 g);7,5;8,6
Mr. Shisha Summer Sunset (200 g);13,95;16,05
Mr. Shisha Summer Sunset (50 g);3,95;4,55
Mr. Shisha Tropical (100 g);7,5;8,6
Mr. Shisha Tropical (50 g);3,95;4,55
Musth Aluva (200 g);29,5;33,9
Musth Amazonia (200 g);29,5;33,9
Musth APL Drops (200 g);29,5;33,9
Musth Bass Hlls (200 g);29,5;33,9
Musth Cosmos (200 g);29,5;33,9
Musth Djumngo (200 g);29,5;33,9
Musth Eclipse (200 g);29,5;33,9
Musth Kendi Co (200 g);29,5;33,9
Musth Koko Dream (200 g);29,5;33,9
Musth Milric (200 g);29,5;33,9
Musth Morocco (200 g);29,5;33,9
Musth Neptune (200 g);29,5;33,9
Musth Pinkman (200 g);29,5;33,9
Musth Plombir (200 g);29,5;33,9
Musth Raspi (200 g);29,5;33,9
Musth Space FLV (200 g);29,5;33,9
Musth Space Invaders (200 g);29,5;33,9
Musth Stellar (200 g);29,5;33,9
Musth Straw Lych (200 g);29,5;33,9
Musth Uranus (200 g);29,5;33,9
Musth Violet CO (200 g);29,5;33,9
Musthave Atmosphere (200 g);28;32,2
Musthave Blarry (200 g);23,5;27
Musthave Cosmos (200 g);28;32,2
Musthave Eclipse (200 g);28;32,2
Musthave Frosty (200 g);28;32,2
Musthave India (200 g);28;32,2
Musthave Milric (200 g);28;32,2
Musthave Morocco (200 g);28;32,2
Musthave Patch (200 g);23,5;27
Musthave Pynkman (200 g);28;32,2
Musthave Raspi (200 g);28;32,2
Musthave Space Flavour (200 g);28;32,2
Musthave Space Force (200 g);28;32,2
Musthave Space Invaders (200 g);28;32,2
Musthave Stellar (200 g);28;32,2
Musthave Straw Lych (200 g);28;32,2
Musthave Team Oran (200 g);23,5;27
Musthave Uranus (200 g);28;32,2
Nakhla Classic Yellow (50 g);2,7;3,1
Nakhla Coral Red (50 g);2,7;3,1
Nakhla Crystal Classic Yellow (50 g);2,7;3,1
Nakhla Crystal Duet Red (50 g);2,7;3,1
Nakhla Crystal Pastel Red (50 g);2,7;3,1
Nakhla Dark Green (50 g);2,95;3,4
Nakhla Double Red (250 g);13,95;16,05
Nakhla Double Red (50 g);2,95;3,4
Nakhla El Basha Capuchino (50 g);2,6;3
Nakhla El Basha Caramelo (50 g);2,6;3
Nakhla El Nakhla Coco (50 g);2,6;3
Nakhla El Nakhla Cola (50 g);2,6;3
Nakhla El Nakhla Mandarina (50 g);2,6;3
Nakhla El Nakhla Melón (250 g);12;13,8
Nakhla El Nakhla Melón (50 g);2,6;3
Nakhla El Nakhla Plátano (50 g);2,6;3
Nakhla El Nakhla Vainilla (50 g);2,6;3
Nakhla Fakhfakhina Mango (50 g);2,6;3
Nakhla Fakhfakhina Naranja (50 g);2,6;3
Nakhla Ice Apple (50 g);2,75;3,15
Nakhla Ice Grape Mint (50 g);2,6;3
Nakhla Ice Raspberry Mint (50 g);2,75;3,15
Nakhla Misty Black (250 g);8,5;9,8
Nakhla Misty Black (50 g);2,95;3,4
Nakhla Mizo Cereza (250 g);13;14,95
Nakhla Mizo Cereza (50 g);2,75;3,15
Nakhla Mizo Manzana (250 g);13;14,95
Nakhla Mizo Manzana (50 g);2,75;3,15
Nakhla Mizo Melocotón (250 g);13;14,95
Nakhla Mizo Melocotón (50 g);2,75;3,15
Nakhla Mizo Menta (250 g);13;14,95
Nakhla Mizo Menta (50 g);2,75;3,15
Nakhla Mizo Sandia (50 g);2,75;3,15
Nakhla Mizo Uva (250 g);13;14,95
Nakhla Mizo Uva (50 g);2,75;3,15
Nakhla Orange Peach (50);2,75;3,15
Nakhla Pastel Red (50 g);2,7;3,1
Nakhla Pearly Indigo (50 g);2,95;3,4
Nakhla Rosy Ochre (50 g);2,95;3,4
Nakhla Ruby Red (250 g);13,95;16,05
Nakhla Ruby Red (50 g);2,95;3,4
Nakhla Sheherazade Canela (50 g);2,6;3
Nakhla Sheherazade Choco Menta (50 g);2,6;3
Nakhla Sheherazade Margarita (50 g);2,6;3
Nakhla Shisha on the Beach (50 g);2,75;3,15
Nakhla Spark Green (250 g);13,95;16,05
Nakhla Spark Green (50 g);2,95;3,4
Nakhla Sparkly Red (50 g);2,95;3,4
Nakhla Tobac Molasses Surt.1 (500 g);26;29,9
Nakhla Tobacco Fresa (250 g);12;13,8
Nakhla Tobacco Frutas (250 g);12;13,8
Nakhla Tobacco Frutas (50 g);2,6;3
Nakhla Zaghloul Negro (50 g);2,6;3
Nameless # Black Box (200 g);14,95;17,2
Nameless # Black Box (50 g);3,95;4,55
Nameless #06 Dragon Lady (200g);14,95;17,2
Nameless #100 Yelow Pei (200 g);14,95;17,2
Nameless #100 Yelow Pei (50 g);3,95;4,55
Nameless #105 Red Turtle (200 g);14,95;17,2
Nameless #105 Red Turtle (50 g);3,95;4,55
Nameless #107 Winter is Coming (200 g);14,95;17,2
Nameless #107 Winter is Coming (50 g);3,95;4,55
Nameless #109 Monkey Brain (200 g);14,95;17,2
Nameless #109 Monkey Brain (50 g);3,95;4,55
Nameless #11 Adam & Eve (200 g);14,95;17,2
Nameless #11 Adam & Eve (50 g);3,95;4,55
Nameless #115 Californication (200g);14,95;17,2
Nameless #115 Californication (50g);3,95;4,55
Nameless #116 Pablo (200g);14,95;17,2
Nameless #116 Pablo (50g);3,95;4,55
Nameless #116 Pablo (995 g);71,9;82,7
Nameless #121 Boogie Bomb (200 g);14,95;17,2
Nameless #121 Boogie Bomb (50 g);3,95;4,55
Nameless #13 Kivick (200 g);14,95;17,2
Nameless #13 Kivick (50 g);3,95;4,55
Nameless #15 Grüner Marokkaner (200 g);14,95;17,2
Nameless #15 Grüner Marokkaner (50 g);3,95;4,55
Nameless #17 Piches (200 g);14,95;17,2
Nameless #17 Piches (50 g);3,95;4,55
Nameless #40 Black Nana (200 g);14,95;17,2
Nameless #40 Black Nana (50g);3,95;4,55
Nameless #40 Black Nana (955 g);67,9;78,1
Nameless #40 Black Nana (995 g);71,9;82,7
Nameless #43 Nevada (200g);14,95;17,2
Nameless #43 Nevadas (50 g);3,95;4,55
Nameless #6 Dragon Lady (50 g);3,95;4,55
Nameless #711 L' Oasis (200 g);14,95;17,2
Nameless #711 L' Oasis (50 g);3,95;4,55
Nameless Dark Nana (200 g);16,9;19,45
Nameless Dark Nana (50 g);4,95;5,7
Nash Green Heart (100 g);13,95;16,05
Nash Heaven (100 g);13,95;16,05
Nash Hola Carmencita (100 g);13,95;16,05
Nash Hola Gargopera (100 g);13,95;16,05
Nash Jubilee (100 g);13,95;16,05
Nash Skitlzz (100 g);13,95;16,05
Nash Sun Capri (100 g);13,95;16,05
Nash Violet Cloud (100 g);13,95;16,05
Nativo 100 G TPD (100 g);6,75;7,75
Nativo 12 G TPD (12 g);1;1,15
Nativo 20 G TPD (20 g);1,45;1,65
Natur (100 g);8;9,2
Neo Angel (50 g);2,8;3,2
Neo Demon (50 g);2,8;3,2
Neo Desire (50 g);2,8;3,2
Neo Forever (50 g);2,8;3,2
Neo Illusion (50 g);2,8;3,2
Neo Innocence (50 g);2,8;3,2
Neo Velvet (50 g);2,8;3,2
Neo Virgin (50 g);2,8;3,2
Nording Erik's Reserve (50 g);17,95;20,65
Nording Seaweed (50 g);17,5;20,1
Nording Tumbleweed (50 g);16,95;19,5
Noth Star By Gawith, Hoggarth & Co (50 g);13,9;16
Oboe Tabaco de Pipa bolsa (50 g);4;4,6
Oboe Tabaco de Pipa bolsa (80 g);6,4;7,35
Olsen (80 g);5,6;6,45
Os African King (50 g);3,85;4,45
Os African Queen (200 g);14,85;17,1
Os African Queen (50 g);3,85;4,45
Os Bonnie'n Clyde (50 g);3,85;4,45
Os Disco (200 g);14,85;17,1
Os Disco (50 g);3,85;4,45
Os Lucifero (50 g);3,85;4,45
Os Tobacco Bonnie'n Clyde (200 g);14,85;17,1
Os Tobacco Cosanostra (50 g);3,85;4,45
Os Tobacco Cosanova (50 g);3,85;4,45
Os Unknown (50 g);3,85;4,45
Overdozz 1St Love (60 g);3,3;3,8
Overdozz 24 Karatine (60 g);3,3;3,8
Overdozz 24 Karatine Picadura Shisha Lata (200 g);12,5;14,4
Overdozz 24 Karatine Picadura Shisha Lata (50 g);3,3;3,8
Overdozz All Nighter (200 g);12,5;14,4
Overdozz All Nighter (50 g);3,3;3,8
Overdozz All Nighter (60 g);3,3;3,8
Overdozz Areejan (200 g);12,5;14,4
Overdozz Areejan (50 g);3,3;3,8
Overdozz Areejan (60 g);3,3;3,8
Overdozz Bad Habit (60 g);3,3;3,8
Overdozz Bad Habit Picadura Shisha Lata (200 g);12,5;14,4
Overdozz Bad Habit Picadura Shisha Lata (50 g);3,3;3,8
Overdozz Banango (200 g);12,5;14,4
Overdozz Banango (50 g);3,3;3,8
Overdozz Banango (60 g);3,3;3,8
Overdozz Crazy Ex (60 g);3,3;3,8
Overdozz Crazy Ex Picadura Shisha Lata (200 g);12,5;14,4
Overdozz Crazy Ex Picadura Shisha Lata (50 g);3,3;3,8
Overdozz Dopomine Picadura Shisha Lata (200 g);12,5;14,4
Overdozz Dopomine Picadura Shisha Lata (50 g);3,3;3,8
Overdozz Double Trouble (60 g);3,3;3,8
Overdozz Double Trouble Picadura Shisha Lata (200 g);12,5;14,4
Overdozz Double Trouble Picadura Shisha Lata (50 g);3,3;3,8
Overdozz Fresh Green (60 g);3,3;3,8
Overdozz Fresh Greens Picadura Shisha Lata (200 g);12,5;14,4
Overdozz Fresh Greens Picadura Shisha Lata (50 g);3,3;3,8
Overdozz Go for Broke (60 g);3,3;3,8
Overdozz Go For Broke Picadura Shisha Lata (200 g);12,5;14,4
Overdozz Go For Broke Picadura Shisha Lata (50 g);3,3;3,8
Overdozz Green Mist® (50 g);3,3;3,8
Overdozz Green Mist® (60 g);3,3;3,8
Overdozz Heat Wave (60 g);3,3;3,8
Overdozz Heat Wave Picadura Shisha Lata (200 g);12,5;14,4
Overdozz Heat Wave Picadura Shisha Lata (50 g);3,3;3,8
Overdozz Ist Love (200 g);12,5;14,4
Overdozz Ist Love (50 g);3,3;3,8
Overdozz Judgment Day (60 g);3,3;3,8
Overdozz Judgment Day Picadura Shisha Lata (200 g);12,5;14,4
Overdozz Judgment Day Picadura Shisha Lata (50 g);3,3;3,8
Overdozz K.O. (200 g);12,5;14,4
Overdozz K.O. (50 g);3,3;3,8
Overdozz Kaffeine Addikt Picadura Shisha Lata (200 g);12,5;14,4
Overdozz Kaffeine Addikt Picadura Shisha Lata (50 g);3,3;3,8
Overdozz Kesowawa (200 g);12,5;14,4
Overdozz Kesowawa (50 g);3,3;3,8
Overdozz Kesowawa (60 g);3,3;3,8
Overdozz Kooliche (50 g);3,3;3,8
Overdozz Kooliche (60 g);3,3;3,8
Overdozz Love Bug (60 g);3,3;3,8
Overdozz Love Bug Picadura Shisha Lata (200 g);12,5;14,4
Overdozz Love Bug Picadura Shisha Lata (50 g);3,3;3,8
Overdozz Lusidream (60 g);3,3;3,8
Overdozz Lusidrem Picadura Shisha Lata (200 g);12,5;14,4
Overdozz Lusidrem Picadura Shisha Lata (50 g);3,3;3,8
Overdozz Mad Spiral (200 g);12,5;14,4
Overdozz Mad Spiral (50 g);3,3;3,8
Overdozz One Night Stand (60 g);3,3;3,8
Overdozz One Night Stand Picadura Shisha Lata (200 g);12,5;14,4
Overdozz One Night Stand Picadura Shisha Lata (50 g);3,3;3,8
Overdozz Perta On The Rocks (200g);12,5;14,4
Overdozz Perta On The Rocks (50g);3,3;3,8
Overdozz Pombom (200 g);12,5;14,4
Overdozz Pombom (50 g);3,3;3,8
Overdozz Psych Out (60 g);3,3;3,8
Overdozz Psych Out Picadura Shisha Lata (200 g);12,5;14,4
Overdozz Psych Out Picadura Shisha Lata (50 g);3,3;3,8
Overdozz Rachillo (200 g);12,5;14,4
Overdozz Rachillo (50 g);3,3;3,8
Overdozz Rachillo (60 g);3,3;3,8
Overdozz Sex With an Ex (200 g);12,5;14,4
Overdozz Sex With an Ex (50 g);3,3;3,8
Overdozz Sex With an Ex (60 g);3,3;3,8
Overdozz Summer Fling (60 g);3,3;3,8
Overdozz Summer Fling Picadura Shisha Lata (200 g);12,5;14,4
Overdozz Summer Fling Picadura Shisha Lata (50 g);3,3;3,8
Overdozz Tease Um (200 g);12,5;14,4
Overdozz Tease Um (50 g);3,3;3,8
Overdozz Tranquilyser Picadura Shisha Lata (200 g);11;12,65
Overdozz Tranquilyser Picadura Shisha Lata (50 g);2,95;3,4
Overdozz Wild Night Out (60 g);3,3;3,8
Overdozz Wild Night Out Picadura Shisha Lata (200 g);12,5;14,4
Overdozz Wild Night Out Picadura Shisha Lata (50 g);3,3;3,8
Overdozz Zero Gravity (60 g);3,3;3,8
Overdozz Zero Gravity Picadura Shisha Lata (200 g);12,5;14,4
Overdozz Zero Gravity Picadura Shisha Lata (50 g);3,3;3,8
Peter Clark Classic Black Mixture Pipe's Tobacco (100 g);7,8;8,95
Peter Clark Four Seasons Pipe's Tobacco (100 g);6,9;7,95
Peter Clark Four Seasons Pipe's Tobacco (50g);3,5;4
Peterson 1865 Mixture (100 g);17,5;20,1
Peterson Connemara Black (40 g);4,9;5,65
Peterson Connoisseurs Choice (50 g);9,25;10,65
Peterson Early Morning (50 g);11;12,65
Peterson Founder's Choice (100 g);15,75;18,1
Peterson Gold Blend (50 g);9,25;10,65
Peterson Holiday Season (100 g);18;20,7
Peterson Irish Dew (40 g);4,9;5,65
Peterson Irish Flake  (50 g);9,3;10,7
Peterson Irish Oak (50 g);9,25;10,65
Peterson Irish Whiskey (50 g);9,25;10,65
Peterson Luxe Mixture  (50 g);9,75;11,2
Peterson Luxury Blend (50 g);9,75;11,2
Peterson My Mixture 965 (50 g);11;12,65
Peterson Nightcap (50 g);11;12,65
Peterson Old Dublin (50 g);10,3;11,85
Peterson Perfect Plug  (50 g);9,25;10,65
Peterson Sherlock Holmes (50 g);10,3;11,85
Peterson Special 2014 Reserve (100 g);18;20,7
Peterson St. Patrick's Day (50 g);9,25;10,65
Peterson Standard Mixture (50 g);11;12,65
Peterson Summertime (100 g);18;20,7
Peterson Sunset Breeze (50 g);9,25;10,65
Peterson Surtido (5) (50 g);7,45;8,55
Peterson Sweet Killarney (50 g);9,25;10,65
Peterson University Flake (50 g);9,75;11,2
Picadura de pipa El Abuelo (50 g);3,5;4
Planta Tobacco Year Anno MMXVI (100 g);18;20,7
Prestige App Bomb (50 g);3,5;4
Prestige Black Boom (50 g);3,5;4
Prestige Capri O (50 g);3,5;4
Prestige Caribian Night (50 g);3,5;4
Prestige Chill Bill (50 g);3,5;4
Prestige Hypnose (50 g);3,5;4
Prestige Ipanima (50 g);3,5;4
Prestige Red Shake (50 g);3,5;4
Prestige Somnium (50 g);3,5;4
Prestige Yellow Shock (50 g);3,5;4
Privilege Breathe picadura shisha lata (200 g);13,5;15,5
Privilege Breathe picadura shisha lata (50 g);3,5;4
Privilege Dance picadura shisha lata (200 g);13,5;15,5
Privilege Dance picadura shisha lata (50 g);3,5;4
Privilege Discover picadura shisha lata (200 g);13,5;15,5
Privilege Discover picadura shisha lata (50 g);3,5;4
Privilege Dive picadura shisha lata (200 g);13,5;15,5
Privilege Dive picadura shisha lata (50 g);3,5;4
Privilege Dream picadura shisha lata (200 g);13,5;15,5
Privilege Dream picadura shisha lata (50 g);3,5;4
Privilege Enjoy picadura shisha lata (200 g);13,5;15,5
Privilege Enjoy picadura shisha lata (50 g);3,5;4
Privilege Fight picadura shisha lata (200 g);13,5;15,5
Privilege Fight picadura shisha lata (50 g);3,5;4
Privilege Love picadura shisha lata (200 g);13,5;15,5
Privilege Love picadura shisha lata (50 g);3,5;4
Privilege Read picadura shisha lata (200 g);13,5;15,5
Privilege Read picadura shisha lata (50 g);3,5;4
Privilege Smoke Break lata (200 g);13,5;15,5
Privilege Smoke Break lata (50 g);3,5;4
Privilege Smoke Feel (200 g);13,5;15,5
Privilege Smoke Feel (50 g);3,5;4
Privilege Smoke Jump (200 g);13,5;15,5
Privilege Smoke Jump (50 g);3,5;4
Privilege Smoke Kiss (50 g);3,5;4
Privilege Smoke Like lata (200 g);13,5;15,5
Privilege Smoke Like lata (50 g);3,5;4
Privilege Smoke Live (200 g);13,5;15,5
Privilege Smoke Live (50 g);3,5;4
Privilege Smoke Play (200 g);13,5;15,5
Privilege Smoke Play (50 g);3,5;4
Privilege Smoke Shake (50 g);3,5;4
Privilege Smoke Show (50 g);3,5;4
Privilege Smoke Stop (50 g);3,5;4
Privilege Travel picadura shisha lata (200 g);13,5;15,5
Privilege Travel picadura shisha lata (50 g);3,5;4
Rattray's  Hal O'The Wind British Collection (100 g);26;29,9
Rattray's Br. Col. Black Mallory (100 g);24,4;28,05
Rattray's British Collection 7 Reserve (50 g);16,2;18,65
Rattray's British Collection Accountants Mixture (100 g);24,4;28,05
Rattray's British Collection Bagpiper's Dream (100 g);24,4;28,05
Rattray's British Collection Brown Clunee (100 g);28;32,2
Rattray's British Collection Highland Targe (100 g);24,4;28,05
Rattray's British Collection Marlin Flake (50 g);18;20,7
Rattray's British Collection Old Gowrie (100 g);16,95;19,5
Rattray's British Collection Old Gowrie (50 g);18;20,7
Rattray's British Collection Red Rapparee (100 g);28;32,2
Rattray's Year Of The Dragon (100 g);26,5;30,5
Red Wolf (70 g);6;6,9
Redfield Green (20 g);1,5;1,7
Redfield Red (100 g);6,7;7,7
Redfield Red (20 g);1,5;1,7
Retro (100 g);6,4;7,35
Revoshi A-Easy (200 g);13,5;15,5
Revoshi Anibal Fang (200 g);13,5;15,5
Revoshi Anibal Fang (25 g);1,85;2,15
Revoshi Anibal Fang (50 g);3,8;4,35
Revoshi Antep Dream (200 g);13,5;15,5
Revoshi Antep Dream (25 g);1,85;2,15
Revoshi Antep Dream (50 g);3,8;4,35
Revoshi A-Strong (200 g);13,5;15,5
Revoshi A-Strong (25 g);1,85;2,15
Revoshi Blackbeard Soul (200 g);13,5;15,5
Revoshi Blackbeard Soul (25 g);1,85;2,15
Revoshi Blackbeard Soul (50 g);3,8;4,35
Revoshi Black-G (200 g);13,5;15,5
Revoshi Black-G (25 g);1,85;2,15
Revoshi Blck G (50 g);3,8;4,35
Revoshi Blck Grp (50 g);3,3;3,8
Revoshi Boricua (200 g);13,5;15,5
Revoshi Boricua (50 g);3,8;4,35
Revoshi Capitan Pinto ( 50 g);3,8;4,35
Revoshi Capitan Pinto (200 g);13,5;15,5
Revoshi Capitan Pinto (25 g);1,85;2,15
Revoshi Carmitta (200 g);12,9;14,85
Revoshi Carmitta (50 g);3,3;3,8
Revoshi Chao Bella (200 g);13,5;15,5
Revoshi Chao Bella (25 g);1,85;2,15
Revoshi Chao Bella (50 g);3,8;4,35
Revoshi Chao Bella (995 g);64;73,6
Revoshi D'App Strng (50 g);3,8;4,35
Revoshi Eskimo C (50 g);3,8;4,35
Revoshi Eskimo Cndy (50 g);3,3;3,8
Revoshi Eskimo L (50 g);3,8;4,35
Revoshi Eskimo L (995 g);64;73,6
Revoshi Eskimo Lmn (50 g);3,3;3,8
Revoshi Eskimo Loka (200 g);13,5;15,5
Revoshi Eskimo Loka (25 g);1,85;2,15
Revoshi Eskimo Loka (50 g);3,8;4,35
Revoshi Eskimo P´app (50 g);3,8;4,35
Revoshi Eskimo P'A (200 g);13,5;15,5
Revoshi Eskimo Polar (200 g);12,9;14,85
Revoshi Eskimo Polar (50 g);3,3;3,8
Revoshi Eskimo Vtrmln (50 g);3,8;4,35
Revoshi Eskimo-A (200 g);13,5;15,5
Revoshi Eskimo-C (200 g);13,5;15,5
Revoshi Eskimo-C (25 g);1,85;2,15
Revoshi Eskimo-L (200 g);13,5;15,5
Revoshi Eskimo-L (25 g);1,85;2,15
Revoshi Eskimo-P'A (25 g);1,85;2,15
Revoshi Eskimo-W (200g);13,5;15,5
Revoshi Eskimo-W (25 g);1,85;2,15
Revoshi Float Like Butterfly (200 g);15,95;18,35
Revoshi Float Like Butterfly (50 g);4;4,6
Revoshi Free Spartacus (200 g);13,5;15,5
Revoshi Free Spartacus (25 g);1,85;2,15
Revoshi Free Spartacus (50 g);3,8;4,35
Revoshi Funny Bunny (200 g);13,5;15,5
Revoshi Funny Bunny (25 g);1,85;2,15
Revoshi Funny Bunny (50 g);3,8;4,35
Revoshi G (200 g);13,5;15,5
Revoshi G Jager (200 g);13,5;15,5
Revoshi G Jager (25 g);1,85;2,15
Revoshi G Jager (50 g);3,8;4,35
Revoshi Ghandi Spir (200 g);13,5;15,5
Revoshi GM (200 g);13,5;15,5
Revoshi GM (50 g);3,8;4,35
Revoshi GP (50 g);3,8;4,35
Revoshi Green Jager (200 g);12,9;14,85
Revoshi Green Jager (25 g);1,85;2,15
Revoshi Green Jager (50 g);3,3;3,8
Revoshi Grp (50 g);3,3;3,8
Revoshi Grp-Mnt (50 g);3,3;3,8
Revoshi Kak de la Trshkv (200 g);13,5;15,5
Revoshi Kak de la Trshkv (25 g);1,85;2,15
Revoshi Kak dela Trshkv (50 g);3,8;4,35
Revoshi Kazak (200 g);13,5;15,5
Revoshi Kazak (25 g);1,85;2,15
Revoshi Kazak (50 g);3,8;4,35
Revoshi L (200 g);13,5;15,5
Revoshi L (50 g);3,8;4,35
Revoshi Lazy Sunday (200 g);13,5;15,5
Revoshi Lazy Sunday (50 g);3,8;4,35
Revoshi Leonidas Spirit (200 g);13,5;15,5
Revoshi Leonidas Spirit (25 g);1,85;2,15
Revoshi Leonidas Spirit (50 g);3,8;4,35
Revoshi LM (200 g);13,5;15,5
Revoshi LM (50 g);3,8;4,35
Revoshi Lmn (50 g);3,3;3,8
Revoshi Lmn-Mnt (50 g);3,3;3,8
Revoshi M (50 g);3,8;4,35
Revoshi Mnt (50 g);3,3;3,8
Revoshi Mulan Sword (200 g);13,5;15,5
Revoshi Mulan Sword (25 g);1,85;2,15
Revoshi Mulan Sword (50 g);3,8;4,35
Revoshi Nana (200g);13,5;15,5
Revoshi Nana (50g);3,8;4,35
Revoshi Nana (995 g);64;73,6
Revoshi O (200 g);13,5;15,5
Revoshi O (50 g);3,8;4,35
Revoshi Ola Zapata (200 g);13,5;15,5
Revoshi Ola Zapata (25 g);1,85;2,15
Revoshi Ola Zapata (50 g);3,8;4,35
Revoshi OM (200 g);13,5;15,5
Revoshi --OM-- (25 g);1,85;2,15
Revoshi OM (50 g);3,8;4,35
Revoshi Orng (50 g);3,3;3,8
Revoshi Orng-Mnt (50 g);3,3;3,8
Revoshi Pancho Villa (200 g);13,5;15,5
Revoshi Pancho Villa (25 g);1,85;2,15
Revoshi Pancho Villa (50 g);3,8;4,35
Revoshi Panonino (200 g);13,5;15,5
Revoshi Panonino (25 g);1,85;2,15
Revoshi Panonino (50 g);3,8;4,35
Revoshi Racy Colombian (200 g);13,5;15,5
Revoshi Racy Colombian (25 g);1,85;2,15
Revoshi Racy Colombian (50 g);3,8;4,35
Revoshi Raggata (200 g);13,5;15,5
Revoshi Raggata (25 g);1,85;2,15
Revoshi Raggata (50 g);3,8;4,35
Revoshi Ragnar (200 g);13,5;15,5
Revoshi Ragnar (25 g);1,85;2,15
Revoshi Ragnar (50 g);3,8;4,35
Revoshi Red Sunset (200 g);13,5;15,5
Revoshi Red Sunset (50 g);3,8;4,35
Revoshi Rope a Dope (200 g);15,95;18,35
Revoshi Rope a Dope (50 g);4;4,6
Revoshi Rumble Of Jungle (200 g);15,95;18,35
Revoshi Rumble Of Jungle (50 g);4;4,6
Revoshi Sting Like Bee (200 g);15,95;18,35
Revoshi Sting Like Bee (50 g);4;4,6
Revoshi Thanks Engels (200 g);13,5;15,5
Revoshi Thanks Engels (25 g);1,85;2,15
Revoshi Thanks Engels (50 g);3,8;4,35
Revoshi The Shuffle (200 g);15,95;18,35
Revoshi The Shuffle (50 g);4;4,6
Revoshi Txele (200 g);12,9;14,85
Revoshi Txele (50 g);3,3;3,8
Revoshi Vaina (200 g);12,9;14,85
Revoshi Vaina (50 g);3,3;3,8
Revoshi Vamos Ernesto (200 g);13,5;15,5
Revoshi Vamos Ernesto (25 g);1,85;2,15
Revoshi Vamos Ernesto (50 g);3,8;4,35
Revoshi What's My Name? (200 g);15,95;18,35
Revoshi What's My Name? (50 g);4;4,6
Revoshi Zingy Newyork (200 g);13,5;15,5
Revoshi Zingy Newyork (25 g);1,85;2,15
Revoshi Zingy Newyork (50 g);3,8;4,35
Robert Lewis Nº 123 Mixture (50 g);15,5;17,8
Rodeo By Gawith, Hoggarth & Co (50 g);13,9;16
Sacramento (20 g);1,5;1,7
Sacramento (40 g);2,9;3,35
Sahara (100 g);7;8,05
Sahara International Blend (100 g);8,1;9,3
Sailor´s Pride Blond Virginia (40 g);2,8;3,2
Sailor´s Pride Blossom Gold (40 g);2,8;3,2
Sailor´s Pride English Delight (40 g);2,8;3,2
Sailor´s Pride Kentucky (40 g);2,8;3,2
Sailor´s Pride Mon Cheri (40 g);2,8;3,2
Samuel Gawith 1792 Flake (50 g);22,8;26,2
Samuel Gawith Balkan Flake (50 g);22,8;26,2
Samuel Gawith Best Brown Flake (50 g);22,8;26,2
Samuel Gawith Bob's CH Flake (50 g);21,5;24,7
Samuel Gawith Bothy Flake (50 g);22,8;26,2
Samuel Gawith Full Virginia Flake (50 g);22,8;26,2
Samuel Gawith Golden Glow (50 g);22,8;26,2
Samuel Gawith Hoggarth Balkan Mixture (50 g);22,8;26,2
Samuel Gawith James Flake (50 g);22,8;26,2
Samuel Gawith K C  Flake (50 g);22,8;26,2
Samuel Gawith Louisiana Flake (50 g);22,8;26,2
Samuel Gawith Navy Flake (50 g);22,8;26,2
Samuel Gawith Perfection Mixture (50 g);22,8;26,2
Samuel Gawith Sam's Flake (50 g);22,8;26,2
Savacco 6IX Blend (200 g);14,95;17,2
Savacco 6IX Blend (50 g);3,95;4,55
Savacco Assasins Green (200 g);14,95;17,2
Savacco Assasins Green (50 g);3,95;4,55
Savacco Black Colussus (200 g);14,95;17,2
Savacco Black Colussus (50 g);3,95;4,55
Savacco Cosmopower (200 g);14,95;17,2
Savacco Cosmopower (50 g);3,95;4,55
Savacco Eff A ( 200 g);14,95;17,2
Savacco Eff A (50 g);3,95;4,55
Savacco G6 On The Rocks (200 g);14,95;17,2
Savacco G6 On The Rocks (50 g);3,95;4,55
Savacco Green Myst (200 g);14,95;17,2
Savacco Green Myst (50 g);3,95;4,55
Savacco Hawaiian Myst (200 g);14,95;17,2
